city,date,tmax,tmin,tavg
xiangyang,1981/4/26,78,51,65
xiangyang,1981/4/27,83,50,68
xiangyang,1981/4/28,78,58,68
xiangyang,1981/4/29,79,53,67
xiangyang,1981/4/30,77,56,66
xiangyang,1981/5/1,87,54,70
xiangyang,1981/5/2,77,59,67
xiangyang,1981/5/3,76,43,60
xiangyang,1981/5/4,82,44,63
xiangyang,1981/5/5,85,53,68
xiangyang,1981/5/6,90,57,72
xiangyang,1981/5/7,92,59,75
xiangyang,1981/5/8,96,63,80
xiangyang,1981/5/9,86,71,74
xiangyang,1981/5/10,82,64,72
xiangyang,1981/5/11,75,61,68
xiangyang,1981/5/12,79,60,67
xiangyang,1981/5/13,70,61,65
xiangyang,1981/5/14,80,59,68
xiangyang,1981/5/15,85,57,72
xiangyang,1981/5/16,88,51,71
xiangyang,1981/5/17,91,53,72
xiangyang,1981/5/18,78,58,69
xiangyang,1981/5/19,80,62,70
xiangyang,1981/5/20,80,57,69
xiangyang,1981/5/21,83,57,69
xiangyang,1981/5/22,84,64,72
xiangyang,1981/5/23,89,56,72
xiangyang,1981/5/24,92,60,75
xiangyang,1981/5/25,89,69,78
xiangyang,1981/5/26,81,67,75
xiangyang,1981/5/27,96,65,80
xiangyang,1981/5/28,88,67,76
xiangyang,1981/5/29,76,61,68
xiangyang,1981/5/30,88,60,73
xiangyang,1981/5/31,82,65,73
xiangyang,1981/6/1,86,61,74
xiangyang,1981/6/2,83,63,73
xiangyang,1981/6/3,78,60,70
xiangyang,1981/6/4,89,62,74
xiangyang,1981/6/5,92,59,76
xiangyang,1981/6/6,94,61,78
xiangyang,1981/6/7,87,71,79
xiangyang,1981/6/8,84,72,76
xiangyang,1981/6/9,73,68,71
xiangyang,1981/6/10,79,69,73
xiangyang,1981/6/11,75,64,69
xiangyang,1981/6/12,88,60,73
xiangyang,1981/6/13,92,62,76
xiangyang,1981/6/14,97,65,80
xiangyang,1981/6/15,98,68,83
xiangyang,1981/6/16,98,68,82
xiangyang,1981/6/17,99,72,85
xiangyang,1981/6/18,100,75,88
xiangyang,1981/6/19,101,80,90
xiangyang,1981/6/20,102,81,91
xiangyang,1981/6/21,94,77,84
xiangyang,1981/6/22,87,69,76
xiangyang,1981/6/23,73,67,71
xiangyang,1981/6/24,73,69,71
xiangyang,1981/6/25,84,69,75
xiangyang,1981/6/26,95,70,82
xiangyang,1981/6/27,91,71,82
xiangyang,1981/6/28,90,72,81
xiangyang,1981/6/29,92,75,81
xiangyang,1981/6/30,90,73,81
xiangyang,1981/7/1,94,74,84
xiangyang,1981/7/2,90,77,83
xiangyang,1981/7/3,86,79,83
xiangyang,1981/7/4,94,78,85
xiangyang,1981/7/5,102,77,89
xiangyang,1981/7/6,102,80,90
xiangyang,1981/7/7,103,80,90
xiangyang,1981/7/8,102,81,89
xiangyang,1981/7/9,87,78,82
xiangyang,1981/7/10,81,71,74
xiangyang,1981/7/11,86,71,78
xiangyang,1981/7/12,90,75,81
